Regulating Agency	Water System Number	Water System Name	System Status	Federal Water System Classification	State Water System Classification	Principal County Served	Population Served	Service Connections	PS Code	Sampling Point Name	Facility Type	Facility Status	Sample Type	Sample Date	Sample Time	Analysis Date	ELAP Cert#	Lab Name	Analyte Code	Analyte Name	Result	Counting Error	Units of Measure	Less Than Reporting Level	Reporting Level	DLR	MCL	Method
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	11-04-2019	09:57:00	11-07-2019	1677	BASIC LABORATORY (REDDING)	2983	1,2-DICHLOROPROPANE			UG/L	Y	0.500000000	.5	5	
LPA62 - PLUMAS COUNTY	CA3200225	SIERRA VALLEY PRESERVE	A	NC	NC	PLUMAS	25	1	CA3200225_001_001	WELL #1	WL	A	RT	10-15-2021	08:11:00	11-02-2021	2523	WET LABS (FORMERLY ACCULABS-SPARKS, NV)	1052	SODIUM	110		MG/L	N	1.500000000			EPA 200.7
DISTRICT 02 - LASSEN	CA3200104	GRIZZLY LAKE CSD-DELLEKER	A	C	C	PLUMAS	1314	351	CA3200104_003_003	WELL 02	WL	A	RT	12-03-2020	10:30:00	12-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2986	1,1,1,2-TETRACHLOROETHANE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_001_001	WELL 1P	WL	A	RT	04-12-2022	12:30:00	04-25-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC			UG/L	Y	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_004_004	WELL 02	WL	A	RT	10-04-2022	12:00:00	10-13-2022	1677	BASIC LABORATORY (REDDING)	1045	SELENIUM			UG/L	Y	2.000000000	5	50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205001	WALKER RANCH CSD	A	C	C	PLUMAS	150	171	CA3205001_001_001	WELL 01 (INSTALLED 1994)	WL	A	RT	04-21-2021	09:15:00	04-26-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2990	BENZENE			UG/L	Y	0.500000000	.5	1	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_802	DBPR Sample	DS	A	RT	10-12-2021	10:48:00	10-21-2021	2119	EXCELCHEM ENVIRONMENTAL LABORATORIES	2452	TRICHLOROACETIC ACID	5.72		UG/L	N	2.500000000	1		EPA 552.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	01-07-2020	10:37:00	01-21-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2037	SIMAZINE			UG/L	Y	1.000000000	1	4	
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_DST_801	DBPR Sample	DS	A	RT	09-13-2022	09:15:00	09-16-2022	1677	BASIC LABORATORY (REDDING)	2450	MONOCHLOROACETIC ACID			UG/L	Y	2.000000000	2		EPA 552.3
LPA62 - PLUMAS COUNTY	CA3200048	PNF MT HOUGH RANGER STATION	A	NTNC	NTNC	PLUMAS	100	1	CA3200048_001_001	WELL 01	WL	A	RT	07-21-2020	09:58:00	07-22-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	06-10-2020	12:23:00	06-17-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1929	ALKALINITY, CARBONATE			MG/L	Y	10.000000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	11-04-2019	09:57:00	11-07-2019	1677	BASIC LABORATORY (REDDING)	2979	TRANS-1,2-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	10	
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-07-2020	11:32:00	04-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2034	GLYPHOSATE			UG/L	Y	25.000000000	25	700	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_013_013	BOYLE WELL #7	WL	A	RT	11-05-2019	09:06:00	11-06-2019	1677	BASIC LABORATORY (REDDING)	2905	FOAMING AGENTS (SURFACTANTS)			MG/L	Y	0.000000000		.5	
LPA62 - PLUMAS COUNTY	CA3200026	LNF DOMINGO SPRINGS CG	A	NP	LSS	PLUMAS	24	1	CA3200026_001_001	SPRING 01	WL	I	RT	08-22-2019	12:38:00	08-22-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	0100	TURBIDITY	1.1000000		NTU	N	0.100000000		5	
DISTRICT 02 - LASSEN	CA3200104	GRIZZLY LAKE CSD-DELLEKER	A	C	C	PLUMAS	1314	351	CA3200104_002_002	WELL 01	WL	A	RT	07-16-2019	08:45:00	08-05-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4109	GROSS ALPHA PARTICLE ACTIVITY	5.9700000	0.956	PCI/L	N	0.600000000	3	15	
LPA62 - PLUMAS COUNTY	CA3200049	DREAM CATCHER CAMPGROUND	A	NC	NC	PLUMAS	30	15	CA3200049_001_001	WELL 01	WL	A	RT	07-30-2019	12:51:00	07-31-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2905	FOAMING AGENTS (SURFACTANTS)			MG/L	Y	0.100000000		.5	
LPA62 - PLUMAS COUNTY	CA3200301	PSEA CAMP ALMANOR	A	NC	NC	PLUMAS	60	1	CA3200301_001_001	WELL 01	WL	A	RT	06-16-2021	10:21:00	06-17-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1038	NITRATE-NITRITE			MG/L	Y	0.200000000	.4	10	
DISTRICT 02 - LASSEN	CA3200505	JOHNSVILLE PUBLIC UTILITY DIST	A	NC	NC	PLUMAS	30	48	CA3200505_002_002	SPRING - RAW - SURFACE INFLUENCE	IN	A	RT	05-10-2022	09:05:00	05-18-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_001_001	SPRING 01	SP	A	RT	06-20-2022	09:28:00	06-21-2022	2718	BASIC LABORATORY, INC (CHICO)	1041	NITRITE			MG/L	Y	0.020000000	.4	1	EPA 353.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	12-29-2020	10:35:00	12-29-2020	2718	BASIC LABORATORY, INC (CHICO)	1925	PH	6.9500000		PH	N	0.000000000			
LPA62 - PLUMAS COUNTY	CA3200097	CAMP TIMBERWOLF	A	NC	NC	PLUMAS	90	1	CA3200097_001_001	SPRING 01	SP	A	RT	08-24-2020	10:15:00	08-25-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3200060	SILVERTIP SPRINGS WATER SYSTEM	A	NC	NC	PLUMAS	25	43	CA3200060_001_001	WELL 01	WL	A	RT	10-04-2020	15:15:00	10-06-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3200104	GRIZZLY LAKE CSD-DELLEKER	A	C	C	PLUMAS	1314	351	CA3200104_002_002	WELL 01	WL	A	RT	12-03-2020	10:15:00	12-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2904	TRICHLOROTRIFLUOROETHANE			UG/L	Y	10.000000000	10	1200	
LPA62 - PLUMAS COUNTY	CA3200406	INDIAN FALLS COMMUNITY WATER	A	NP	SSWS	PLUMAS	24	14	CA3200406_001_001	SPRING 01	SP	A	RT	10-05-2021	13:45:00	10-07-2021	1677	BASIC LABORATORY (REDDING)	2996	STYRENE			UG/L	Y	0.500000000	.5	100	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200217	WEHRMAN WATER SYSTEM	I	NP	LSS		24	1	CA3200217_001_001	WELL 01	WL	A	RT	12-10-2019	10:50:00	12-15-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1929	ALKALINITY, CARBONATE			MG/L	Y	10.000000000			
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_005_005	WELLS 02, 03, & 04-REPRESENTATIVE	WL	A	RT	07-15-2020	10:47:00	07-17-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	3.000000000	3	13	
LPA62 - PLUMAS COUNTY	CA3200072	BUCKS LAKESHORE RESORT	A	NC	NC	PLUMAS	200	1	CA3200072_001_001	WELL 01	WL	A	RT	05-06-2021	10:20:00	05-07-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1038	NITRATE-NITRITE			MG/L	Y	0.200000000	.4	10	
LPA62 - PLUMAS COUNTY	CA3200207	PLUMAS SIERRA RURAL ELECTRIC PORTOLA	I	NTNC	NTNC	PLUMAS	25	2	CA3200207_002_002	WELL 02 (INSTALLED 2001)	WL	A	RT	04-09-2019	12:03:00	04-11-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2988	1,1,2,2-TETRACHLOROETHANE			UG/L	Y	0.500000000	.5	1	
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_002_002	WELL 06	WL	A	RT	06-12-2019	10:54:00	06-14-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2981	1,1,1-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	200	
LPA62 - PLUMAS COUNTY	CA3200207	PLUMAS SIERRA RURAL ELECTRIC PORTOLA	I	NTNC	NTNC	PLUMAS	25	2	CA3200207_002_002	WELL 02 (INSTALLED 2001)	WL	A	RT	10-13-2020	12:30:00	11-04-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4020	RADIUM-226	0.1570000	0.181	PCI/L	N	0.400000000	1		
DISTRICT 02 - LASSEN	CA3210002	PLUMAS COUNTY FLOOD CONTROL	I	C	C	PLUMAS	0	1	CA3210002_001_001	LAKE DAVIS - RAW	IN	A	RT	08-27-2019	09:36:00	08-28-2019	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3200062	VAGABOND RESORT	A	NC	NC	PLUMAS	25	1	CA3200062_001_001	WELL 01	WL	A	RT	05-07-2021	13:16:00	05-11-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1038	NITRATE-NITRITE			MG/L	Y	0.200000000	.4	10	
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	04-17-2019	10:00:00	04-29-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2428	SEC-BUTYLBENZENE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3200101	KEDDIE RESORT	A	NP	SSWS	PLUMAS	22	14	CA3200101_003_003	WELL 01 (INSTALLED 2016)	WL	A	RT	09-14-2021	08:57:00	09-20-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	11		UG/L	N	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-05-2021	11:21:00	04-06-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	100.0000000		UG/L	N	20.000000000		50	
LPA62 - PLUMAS COUNTY	CA3200049	DREAM CATCHER CAMPGROUND	A	NC	NC	PLUMAS	30	15	CA3200049_001_001	WELL 01	WL	A	RT	07-30-2019	12:51:00	07-31-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1055	SULFATE	70.5000000		MG/L	N	0.500000000		500	
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	06-10-2020	12:23:00	06-16-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1028	IRON			UG/L	Y	100.000000000		300	
LPA62 - PLUMAS COUNTY	CA3200134	BLAIRSDEN WATER USERS ASSN	A	C	C	PLUMAS	200	50	CA3200134_DST_LCR	LCR Tap Sample	DS	A	RT	08-17-2020	06:58:00	08-20-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD	0.6		UG/L		0.000000000			200.8
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	07-01-2020	08:00:00	07-06-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1020	CHROMIUM			UG/L	Y	10.000000000	10	50	
LPA62 - PLUMAS COUNTY	CA3200078	FRCCSD OLD MILL RANCH	A	C	C	PLUMAS	32	36	CA3200078_DST_LCR	LCR Tap Sample	DS	A	RT	09-27-2021	07:05:00	10-12-2021	1677	BASIC LABORATORY (REDDING)	1030	LEAD	1.26		UG/L	N	0.500000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200100	NEIGHBORS RV VILLAGE	A	NP	LSS	PLUMAS	24	1	CA3200100_002_002	WELL 02	WL	A	RT	02-04-2021	13:00:00	02-04-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1925	PH	7.1000000		PH	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	07-01-2020	08:00:00	07-01-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1920	ODOR			TON	Y	1.000000000		3	
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_016_016	WELL 04	WL	A	RT	09-20-2022	09:47:00	09-26-2022	1677	BASIC LABORATORY (REDDING)	2964	DICHLOROMETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205001	WALKER RANCH CSD	A	C	C	PLUMAS	150	171	CA3205001_001_001	WELL 01 (INSTALLED 1994)	WL	A	RT	04-21-2021	09:15:00	04-26-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	3.000000000	3	13	
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	08-13-2019	12:00:00	08-15-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	10.0000000		UG/L	N	2.000000000	2	10	
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-24-2019	12:39:00	08-02-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2214	BROMOMETHANE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_008_008	WELL 37 (INSTALLED 2019)	WL	A	RT	03-02-2020	16:00:00	03-04-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1025	FLUORIDE			MG/L	Y	0.100000000	.1	2	
LPA62 - PLUMAS COUNTY	CA3200134	BLAIRSDEN WATER USERS ASSN	A	C	C	PLUMAS	200	50	CA3200134_001_001	SPRING 01	SP	A	RT	08-04-2020	09:10:00	08-05-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1010	BARIUM			UG/L	Y	100.000000000	100	1000	
LPA62 - PLUMAS COUNTY	CA3200114	EVERGREEN MOTEL & MHP	A	C	C	PLUMAS	28	40	CA3200114_001_001	WELL 01	WL	A	RT	03-28-2022	08:30:00	04-06-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2426	TERT-BUTYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200048	PNF MT HOUGH RANGER STATION	A	NTNC	NTNC	PLUMAS	100	1	CA3200048_DST_LCR	LCR Tap Sample	DS	A	RT	05-31-2022	07:23:00	06-13-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1022	COPPER, FREE	230		UG/L	N	50.000000000	50		EPA 200.7
LPA62 - PLUMAS COUNTY	CA3200166	PG&E RODGERS FLAT SERVICE CENTER	A	NTNC	NTNC	PLUMAS	39	1	CA3200166_DST_LCR	LCR Tap Sample	DS	A	RT	07-26-2022	09:40:00	08-04-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	01-03-2019	12:20:00	01-07-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1028	IRON	860.0000000		UG/L	N	100.000000000		300	
LPA62 - PLUMAS COUNTY	CA3200406	INDIAN FALLS COMMUNITY WATER	A	NP	SSWS	PLUMAS	24	14	CA3200406_001_001	SPRING 01	SP	A	RT	10-05-2021	13:45:00	10-07-2021	1677	BASIC LABORATORY (REDDING)	2904	TRICHLOROTRIFLUOROETHANE			UG/L	Y	0.500000000	10	1200	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_008_008	WELL 03 - COBURN	WL	A	RT	10-20-2020	10:35:00	10-21-2020	1677	BASIC LABORATORY (REDDING)	2963	XYLENE, META AND PARA			UG/L	Y	0.500000000			
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_004_004	WELL 02	WL	A	RT	10-04-2022	12:00:00	10-11-2022	1677	BASIC LABORATORY (REDDING)	1915	HARDNESS, TOTAL (AS CACO3)	50		MG/L	N	5.000000000			SM 2340 C
LPA62 - PLUMAS COUNTY	CA3200209	LAKE DAVIS RESORT	A	NP	LSS	PLUMAS	24	1	CA3200209_001_001	WELL 01	WL	A	RT	01-19-2021	11:25:00	01-20-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	10-07-2020	12:24:00	10-15-2020	1677	BASIC LABORATORY (REDDING)	2422	N-BUTYLBENZENE			UG/L	Y	0.500000000			
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_001_001	WELL 03	WL	A	RT	06-22-2021	10:58:00	06-30-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2422	N-BUTYLBENZENE			UG/L	Y	0.500000000			
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_002_002	WELL 06	WL	A	RT	06-12-2019	10:54:00	06-14-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2378	1,2,4-TRICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	
LPA62 - PLUMAS COUNTY	CA3200152	CANYON RANCH RV PARK	A	NC	NC	PLUMAS	60	2	CA3200152_001_001	WELL 01	WL	A	RT	01-20-2021	10:07:00	01-21-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_006_006	WELL 2 - RAW	WL	A	RT	12-26-2019	10:08:00	12-31-2019	1677	BASIC LABORATORY (REDDING)	1085	THALLIUM, TOTAL			UG/L	Y	1.000000000	1	2	
LPA62 - PLUMAS COUNTY	CA3200207	PLUMAS SIERRA RURAL ELECTRIC PORTOLA	I	NTNC	NTNC	PLUMAS	25	2	CA3200207_DST_LCR	LCR Tap Sample	DS	A	RT	09-27-2019	07:59:00	10-07-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	0.500000000			200.8
LPA62 - PLUMAS COUNTY	CA3200216	LAKEVIEW GAS & FOOD	A	NC	NC	PLUMAS	25	1	CA3200216_002_002	WELL 02 (INSTALLED 2018)	WL	A	RT	01-30-2019	10:10:00	01-31-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1915	HARDNESS, TOTAL (AS CACO3)	116.0000000		MG/L	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	01-08-2020	11:20:00	01-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2941	CHLOROFORM			UG/L	Y	1.000000000	1		
LPA62 - PLUMAS COUNTY	CA3200216	LAKEVIEW GAS & FOOD	A	NC	NC	PLUMAS	25	1	CA3200216_002_002	WELL 02 (INSTALLED 2018)	WL	A	RT	01-30-2019	10:10:00	02-06-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1928	ALKALINITY, BICARBONATE	150.0000000		MG/L	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_001_001	CLAREMONT SPRINGS	SP	A	RT	07-19-2022	09:00:00	07-21-2022	2718	BASIC LABORATORY, INC (CHICO)	1040	NITRATE			MG/L	Y	0.050000000	.4	10	EPA 353.2
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_001_001	WELL 01	WL	A	RT	08-20-2019	08:30:00	09-01-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1927	ALKALINITY, TOTAL	100.0000000		MG/L	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	08-03-2022	10:38:00	08-05-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE	0.5		MG/L	N	0.400000000	.4	10	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	09-15-2020	13:05:00	09-15-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1994	AGGRESSIVE INDEX	10.9000000		AGGR	N	0.000000000			
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_017_017	WELL 07	WL	A	RT	07-28-2020	09:40:00	08-03-2020	1677	BASIC LABORATORY (REDDING)	1022	COPPER, FREE			UG/L	Y	50.000000000	50	1000	
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	01-23-2019	10:29:00	01-27-2019	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2214	BROMOMETHANE			UG/L	Y	0.500000000			
LPA62 - PLUMAS COUNTY	CA3200150	HAMILTON BRANCH MWC	I	C	C	PLUMAS	250	113	CA3200150_001_001	WELL 01	WL	A	RT	09-23-2020	11:50:00	09-24-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
LPA62 - PLUMAS COUNTY	CA3200114	EVERGREEN MOTEL & MHP	A	C	C	PLUMAS	28	40	CA3200114_001_001	WELL 01	WL	A	RT	03-28-2022	08:30:00	04-06-2022	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2967	M-DICHLOROBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3200104	GRIZZLY LAKE CSD-DELLEKER	A	C	C	PLUMAS	1314	351	CA3200104_003_003	WELL 02	WL	A	RT	12-03-2020	10:30:00	12-09-2020	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2965	O-CHLOROTOLUENE			UG/L	Y	0.500000000			
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_801	DBPR Sample	DS	A	RT	07-13-2021	09:44:00	07-27-2021	2119	EXCELCHEM ENVIRONMENTAL LABORATORIES	2950	TTHM	30.0000000		UG/L	N	0.000000000		80	
LPA62 - PLUMAS COUNTY	CA3200111	FEATHER RIVER COMMUNITY COLLEGE	A	NTNC	NTNC	PLUMAS	600	300	CA3200111_003_003	WELL 02 (SOCCER FIELD - INSTALLED 1998)	WL	A	RT	07-28-2020	13:12:00	07-30-2020	2718	BASIC LABORATORY, INC (CHICO)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_003_003	WELL 03	WL	A	RT	06-08-2021	09:30:00	06-09-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_801	DBPR Sample	DS	A	RT	07-13-2021	09:44:00	07-27-2021	2119	EXCELCHEM ENVIRONMENTAL LABORATORIES	2944	DIBROMOCHLOROMETHANE			UG/L	Y	1.000000000	1		
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_002_002	WELL 02	WL	A	RT	05-11-2021	10:11:00	05-20-2021	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	3.000000000	3	13	
